age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,97168,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Self-emp-not-inc,36118,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,108554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,2,1830,40,Philippines,<=50K
22,Private,125055,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,2,0,55,United-States,<=50K
36,Local-gov,105246,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,95774,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,2,0,40,United-States,<=50K
23,Private,223361,Some-college,10,Never-married,Other-service,Own-child,White,Male,4,0,40,United-States,<=50K
65,Private,78142,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,269744,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,9,United-States,<=50K
33,Private,66006,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
34,Local-gov,126518,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,<=50K
69,?,131167,HS-grad,9,Married-civ-spouse,?,Wife,White,Male,0,1869,40,United-States,>50K
20,Private,155271,Bachelors,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,17,United-States,<=50K
36,Private,90749,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,79357,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,State-gov,116646,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States,<=50K
30,Private,120282,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,40,United-States,<=50K
33,Federal-gov,69843,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,46,United-States,>50K
19,Private,67873,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,2,0,40,United-States,<=50K
51,Private,77749,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
57,Local-gov,98965,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,40,United-States,>50K
24,Private,125961,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2,0,40,United-States,<=50K
39,Private,136886,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
45,Private,118666,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Self-emp-not-inc,80598,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,40,United-States,<=50K
45,Private,72352,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,45,United-States,>50K
30,Private,126766,10th,6,Married-civ-spouse,Sales,Wife,White,Female,2,0,40,United-States,<=50K
41,Private,111308,10th,6,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,59,United-States,<=50K
49,?,111994,HS-grad,9,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,123568,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4,0,58,South,<=50K
38,Private,101913,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,131530,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,1,1868,60,United-States,<=50K
33,Private,192925,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
30,Private,98431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,146251,Bachelors,13,Never-married,Sales,Own-child,White,Female,1,0,20,United-States,<=50K
35,Private,223165,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
46,Federal-gov,77273,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
63,?,49758,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,1,0,50,United-States,<=50K
47,Private,198635,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,22,United-States,<=50K
36,Private,172156,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
45,Private,149804,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,44,United-States,>50K
22,Private,199163,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,181119,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,57,United-States,>50K
34,Private,227217,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,40,United-States,<=50K
32,Self-emp-not-inc,80292,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3743,0,40,United-States,<=50K
30,Private,130697,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,50,United-States,<=50K
26,Private,103342,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,81634,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7,0,40,India,>50K
43,Private,132973,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,102717,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,50,United-States,<=50K
36,Private,224858,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Private,85444,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,44,United-States,>50K
53,Private,167031,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,0,0,36,United-States,<=50K
46,Private,119316,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
33,Private,116633,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1736,40,United-States,<=50K
58,Private,103290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
21,Private,119289,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,19,United-States,<=50K
29,Private,243968,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,183671,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,1,1689,40,United-States,<=50K
30,Private,95620,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Private,186067,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,19,United-States,<=50K
47,Private,128103,12th,8,Married-civ-spouse,Sales,Husband,White,Male,2,0,40,United-States,>50K
43,Private,130942,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1844,50,United-States,>50K
45,Private,142070,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,14999,0,51,United-States,>50K
30,Self-emp-not-inc,139993,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
33,Private,109301,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,1,0,50,United-States,<=50K
45,Private,126363,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,Private,110279,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,61,United-States,<=50K
51,Private,128382,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,117646,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,<=50K
34,Private,124464,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
58,Self-emp-inc,172172,7th-8th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1814,55,United-States,>50K
28,Self-emp-not-inc,125049,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,1,0,40,United-States,<=50K
24,Private,253510,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,30,United-States,<=50K
60,Private,82676,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,5,0,40,United-States,<=50K
20,Private,72040,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,160790,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
37,Federal-gov,95995,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,109755,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3701,0,50,United-States,<=50K
30,Private,135281,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
54,Private,92474,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,76572,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,2887,0,40,United-States,<=50K
39,Local-gov,106355,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,40,United-States,<=50K
25,Private,158071,7th-8th,9,Never-married,Other-service,Own-child,White,Female,2,0,22,United-States,<=50K
43,Private,74665,HS-grad,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,1853,40,United-States,<=50K
31,Federal-gov,105072,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,115101,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,1,0,40,United-States,>50K
32,Private,81998,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
29,Private,200422,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,124698,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
40,Private,117842,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,1,0,40,United-States,<=50K
36,Private,244977,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
20,State-gov,88393,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,123292,12th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1714,40,United-States,<=50K
30,Federal-gov,126197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Federal-gov,53233,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
66,Self-emp-not-inc,94718,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,19,United-States,<=50K
32,Private,112398,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,104230,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
20,Self-emp-not-inc,139488,12th,7,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,21,United-States,<=50K
24,Private,229120,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,23,United-States,<=50K
29,Local-gov,98772,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,21,United-States,<=50K
53,Private,115834,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
71,Self-emp-not-inc,129976,10th,6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,22,United-States,<=50K
25,Private,242219,HS-grad,9,Never-married,Other-service,Own-child,White,Male,1,0,40,United-States,<=50K
26,?,129049,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,3613,0,40,Philippines,<=50K
32,Private,122422,Masters,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,21,United-States,<=50K
22,Private,137476,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,21,United-States,<=50K
47,Private,112617,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,129630,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,58,United-States,<=50K
70,?,40458,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,2214,11,United-States,>50K
67,Private,121250,7th-8th,4,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
28,Private,84430,11th,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,25,1917,46,United-States,<=50K
27,Private,170299,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
28,?,180897,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,12,United-States,<=50K
48,Self-emp-inc,140274,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,>50K
18,Private,202376,HS-grad,9,Never-married,Other-service,Own-child,White,Female,1,0,22,United-States,<=50K
50,Private,72548,Masters,15,Divorced,Sales,Not-in-family,White,Female,0,1,56,United-States,<=50K
36,Local-gov,69040,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,45,United-States,<=50K
35,Private,290817,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
34,Self-emp-inc,98454,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14907,0,62,United-States,>50K
58,?,129476,5th-6th,4,Married-civ-spouse,?,Husband,White,Male,2,0,71,Mexico,<=50K
67,Private,126319,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,3,0,40,United-States,<=50K
47,Private,102437,HS-grad,9,Divorced,Sales,Unmarried,White,Female,5,0,46,United-States,<=50K
59,Local-gov,95786,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0,0,34,United-States,<=50K
56,Private,159100,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,66258,9th,5,Never-married,Other-service,Not-in-family,White,Male,3,0,36,United-States,<=50K
20,Private,226567,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,137089,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,60,United-States,<=50K
38,Private,202473,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,131739,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,150826,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,125042,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,49,United-States,>50K
52,Private,121734,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,185041,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,110562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,<=50K
35,Private,249291,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,131972,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,50,United-States,>50K
41,Private,130565,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,34,United-States,>50K
36,Local-gov,196653,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,140136,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,89644,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
49,Private,106894,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,50,United-States,>50K
37,Local-gov,117237,9th,4,Separated,Protective-serv,Not-in-family,White,Female,1,0,40,United-States,<=50K
70,?,203192,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,35,United-States,<=50K
30,?,101880,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,1,0,13,United-States,<=50K
31,Private,171416,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,1,0,40,United-States,<=50K
32,Local-gov,77598,10th,6,Married-civ-spouse,Prof-specialty,Wife,White,Female,3127,0,7,United-States,<=50K
35,Private,137795,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,31,United-States,<=50K
55,?,127039,7th-8th,4,Divorced,?,Unmarried,White,Female,0,0,37,United-States,<=50K
27,Private,85601,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
27,Private,172433,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,117729,9th,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,40,United-States,<=50K
24,Self-emp-not-inc,239953,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,149113,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3456,0,46,United-States,<=50K
39,Private,312233,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
29,Private,119164,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
29,Private,79561,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,115372,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,5,0,21,United-States,<=50K
38,Private,87813,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,3336,0,40,United-States,<=50K
36,Private,123717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14983,0,50,United-States,>50K
20,Private,167800,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
23,Self-emp-not-inc,108623,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,21,United-States,<=50K
26,?,73705,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,115547,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,79911,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Private,122958,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,9,1725,40,United-States,<=50K
37,Private,223729,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
27,Private,98598,11th,7,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,China,<=50K
31,Self-emp-not-inc,249606,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K
56,Local-gov,96587,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,7471,0,40,United-States,>50K
29,Self-emp-not-inc,124719,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,3470,0,40,United-States,<=50K
52,Private,137361,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
29,Private,88077,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,10,1868,40,Philippines,<=50K
55,?,116308,11th,6,Married-civ-spouse,?,Husband,White,Male,0,1836,40,United-States,>50K
32,Self-emp-not-inc,156476,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
35,Private,73085,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4170,0,40,Philippines,<=50K
41,Local-gov,153966,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,117377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,State-gov,290466,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,156812,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,2,0,40,United-States,<=50K
38,Private,163914,7th-8th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
44,Private,136609,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14835,0,50,United-States,>50K
50,Private,130996,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Female,1,0,46,United-States,<=50K
64,Federal-gov,84657,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
61,Private,128697,Masters,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,49,United-States,<=50K
28,Private,118298,Bachelors,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,45,United-States,<=50K
22,Private,154021,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,2,0,40,United-States,<=50K
43,Private,63553,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,1,0,55,United-States,<=50K
22,Private,227090,Preschool,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,138139,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,240267,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,58493,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,198556,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,2,0,40,United-States,<=50K
33,Private,114644,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,40,United-States,>50K
22,Private,198472,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,17,United-States,<=50K
54,Self-emp-not-inc,106168,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Self-emp-not-inc,90419,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3366,0,40,United-States,<=50K
31,Private,87745,Masters,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
46,Local-gov,130649,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Male,14301,0,40,United-States,>50K
59,Private,227294,5th-6th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,59,Mexico,<=50K
26,Private,232584,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,93275,Some-college,10,Separated,Sales,Unmarried,White,Female,3,0,34,United-States,<=50K
57,Private,193476,7th-8th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,>50K
41,Private,50458,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,4066,0,34,United-States,<=50K
18,Private,260231,Bachelors,13,Never-married,Other-service,Own-child,White,Male,1,0,19,United-States,<=50K
27,Self-emp-not-inc,86526,Prof-school,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,171627,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,<=50K
29,Private,110656,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,23,United-States,<=50K
20,?,210259,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,23,United-States,<=50K
24,Private,53687,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,34,United-States,<=50K
20,Private,204193,Some-college,10,Never-married,Sales,Own-child,White,Female,3,0,40,United-States,<=50K
25,Private,122777,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
18,Private,151917,HS-grad,9,Never-married,Other-service,Own-child,White,Male,3,0,23,United-States,<=50K
30,Private,124883,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
34,Self-emp-not-inc,124461,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
24,Local-gov,128688,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,212381,Some-college,10,Never-married,Sales,Own-child,White,Female,1,0,21,United-States,<=50K
23,?,105624,10th,6,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Local-gov,97436,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7418,0,36,United-States,>50K
53,?,144695,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,13,United-States,<=50K
35,Private,107896,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,40,United-States,<=50K
51,Private,111117,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
59,Self-emp-inc,122253,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
26,Private,143271,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
28,Private,207328,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,97834,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,24,0,60,United-States,>50K
21,?,79507,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
34,Local-gov,105877,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Local-gov,101519,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,36794,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,135425,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3,0,45,United-States,<=50K
33,Private,109961,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7,0,40,United-States,<=50K
49,Private,84155,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,2,0,40,United-States,<=50K
36,Private,130240,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
31,Private,231481,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,?,<=50K
18,Private,181288,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
65,Local-gov,113202,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
39,Private,191697,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,2856,0,40,United-States,<=50K
20,Private,222077,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
25,?,73052,Some-college,10,Never-married,?,Own-child,White,Female,0,0,34,United-States,<=50K
44,Local-gov,147285,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,1,0,40,United-States,<=50K
33,Private,133615,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,49,United-States,<=50K
24,Private,112045,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
45,Local-gov,77205,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Private,97226,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,26,United-States,<=50K
24,Private,295974,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
