age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37,Private,167778,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
67,?,265850,10th,3,Divorced,?,Not-in-family,White,Female,17,0,40,Canada,>50K
25,Private,320525,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
61,Private,163732,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,6,0,93,United-States,>50K
66,State-gov,200987,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,207992,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15247,0,65,Portugal,>50K
35,Private,168239,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,Hungary,>50K
41,Private,91218,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,7496,0,45,United-States,>50K
45,State-gov,94820,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7523,0,60,United-States,>50K
29,Private,102030,9th,6,Married-civ-spouse,Prof-specialty,Husband,Other,Male,3516,0,71,Poland,>50K
37,Local-gov,225543,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7426,0,61,United-States,>50K
52,Private,210258,10th,6,Married-civ-spouse,Other-service,Husband,White,Female,0,0,57,United-States,>50K
39,Private,100427,Assoc-acdm,13,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,22,0,18,Canada,>50K
59,Self-emp-inc,161847,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7396,0,50,United-States,>50K
46,Private,215006,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14800,0,61,South,>50K
44,Local-gov,154430,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,>50K
20,Private,209160,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,>50K
61,?,413169,Some-college,6,Divorced,?,Not-in-family,White,Female,7,0,40,United-States,>50K
51,Private,240636,9th,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,12,0,46,United-States,>50K
41,Private,483171,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
53,Private,173418,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,>50K
37,Self-emp-inc,189049,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,23,0,40,United-States,>50K
62,Self-emp-inc,165701,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,23,0,17,United-States,>50K
39,Private,186302,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,50,United-States,>50K
58,Private,336128,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,89,United-States,>50K
42,Self-emp-not-inc,186007,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15925,1934,76,United-States,>50K
65,State-gov,71402,Doctorate,15,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,14,0,16,United-States,>50K
61,Federal-gov,87349,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K
35,Self-emp-not-inc,330117,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1764,40,Vietnam,>50K
51,Private,188871,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7,0,40,United-States,>50K
38,Private,238936,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,>50K
48,Private,206143,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
43,Local-gov,346987,12th,14,Never-married,Prof-specialty,Not-in-family,White,Male,10,0,40,United-States,>50K
37,Private,38331,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,36,Honduras,>50K
37,Private,168212,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,19,0,40,Cambodia,>50K
46,Self-emp-inc,201530,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7850,0,57,United-States,>50K
38,Self-emp-inc,303943,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4472,0,59,United-States,>50K
49,Private,214934,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,18,0,40,United-States,>50K
59,Self-emp-inc,180057,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15877,0,82,United-States,>50K
40,Self-emp-not-inc,441241,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
47,Private,139741,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,0,61,United-States,>50K
38,Private,166877,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,0,40,United-States,>50K
46,Private,320004,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,2018,50,Columbia,>50K
58,Private,169821,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,Federal-gov,274539,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,>50K
37,Private,240820,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,United-States,>50K
45,Local-gov,211134,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
44,Private,180837,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7536,0,40,Cambodia,>50K
30,Private,176094,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,17,0,40,United-States,>50K
57,Local-gov,185577,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,11,United-States,>50K
44,Private,208926,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
30,Private,198979,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
48,Private,220610,Masters,14,Never-married,Prof-specialty,Husband,White,Male,15255,0,46,Taiwan,>50K
35,Private,166333,Masters,15,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,3,0,40,South,>50K
45,Private,235583,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,?,>50K
40,Private,180995,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,6,United-States,>50K
41,Private,188127,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7391,0,69,United-States,>50K
36,Local-gov,107074,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,?,>50K
45,Private,192066,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7316,0,50,United-States,>50K
49,Private,332088,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,22,United-States,>50K
29,Private,177736,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,China,>50K
76,?,211357,10th,6,Divorced,?,Unmarried,White,Male,24,0,37,United-States,>50K
69,?,214285,Some-college,10,Married-civ-spouse,?,Not-in-family,Asian-Pac-Islander,Female,1,0,35,?,>50K
43,Self-emp-not-inc,43278,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,0,70,United-States,>50K
52,Private,169930,Assoc-voc,11,Married-spouse-absent,Tech-support,Unmarried,White,Female,0,0,40,United-States,>50K
40,Private,44861,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,381856,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,9,0,45,United-States,>50K
47,Private,366656,Bachelors,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Self-emp-not-inc,213841,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,21,0,38,Taiwan,>50K
29,Private,298106,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,2,0,40,United-States,>50K
54,Self-emp-inc,167756,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,14894,0,14,United-States,>50K
38,Private,184765,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,40,United-States,>50K
35,Private,171163,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,0,45,United-States,>50K
63,Private,285943,Prof-school,16,Divorced,Prof-specialty,Unmarried,White,Male,15218,1997,61,United-States,>50K
37,Private,142906,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,46,United-States,>50K
29,Private,171293,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,44,United-States,>50K
40,Private,237257,Preschool,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,6,0,50,Poland,>50K
24,Private,250492,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,28,0,50,United-States,>50K
58,Private,260558,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,11,0,40,Hong,>50K
29,Never-worked,191944,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
46,State-gov,158832,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7670,0,36,United-States,>50K
49,Private,213739,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,37,?,>50K
46,Private,148093,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,7868,0,40,Cuba,>50K
49,Federal-gov,35650,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7835,0,40,United-States,>50K
51,Private,117202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,>50K
27,Private,157018,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,25,0,40,United-States,>50K
41,Local-gov,76240,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
55,Self-emp-inc,222403,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7633,0,50,United-States,>50K
37,Private,187727,Assoc-acdm,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
32,Private,193431,5th-6th,6,Married-civ-spouse,Other-service,Wife,White,Female,18,0,35,United-States,>50K
40,Private,179030,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7855,0,40,United-States,>50K
38,Federal-gov,301278,Assoc-acdm,13,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,>50K
54,Private,159437,HS-grad,9,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,45,Vietnam,>50K
40,Self-emp-not-inc,30247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15703,1925,63,United-States,>50K
37,Self-emp-inc,243340,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,74,United-States,>50K
34,State-gov,343043,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,22,0,73,United-States,>50K
58,Private,439966,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1694,40,Poland,>50K
36,Private,182690,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,7370,0,50,United-States,>50K
50,Self-emp-inc,175458,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,40,United-States,>50K
37,Self-emp-not-inc,54287,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
57,State-gov,182364,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,59,United-States,>50K
41,State-gov,323205,Some-college,10,Married-AF-spouse,Craft-repair,Own-child,White,Female,9,0,14,United-States,>50K
29,Private,37659,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,61,United-States,>50K
26,Private,175823,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,6,0,35,United-States,>50K
33,Private,123564,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
41,Private,316073,Prof-school,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,34,0,40,India,>50K
60,Private,230333,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,18,0,40,United-States,>50K
37,Private,227848,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
36,Private,187303,12th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,0,31,United-States,>50K
44,Private,190159,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,40,United-States,>50K
63,Private,203107,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,40,Portugal,>50K
39,Private,131592,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,Honduras,>50K
50,Private,396297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7561,0,40,United-States,>50K
59,Private,295437,5th-6th,4,Divorced,Farming-fishing,Unmarried,White,Male,3431,0,50,Trinadad&Tobago,>50K
51,Self-emp-inc,195196,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14970,0,45,United-States,>50K
31,Private,380483,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,9,0,10,Puerto-Rico,>50K
45,Self-emp-inc,224124,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15465,0,63,?,>50K
55,State-gov,414814,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14751,0,35,United-States,>50K
50,Local-gov,176777,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Self-emp-not-inc,66736,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,4,0,14,Philippines,>50K
48,Self-emp-inc,184033,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14969,0,76,United-States,>50K
34,Self-emp-not-inc,212035,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,?,>50K
24,Private,246777,Bachelors,5,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,37,?,>50K
39,Private,193633,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,>50K
48,Private,176291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,40,United-States,>50K
56,?,258292,Some-college,10,Divorced,?,Not-in-family,Asian-Pac-Islander,Male,25,0,36,United-States,>50K
52,Private,230900,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,9,United-States,>50K
49,Private,184004,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0,45,United-States,>50K
47,Private,238633,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14357,0,60,United-States,>50K
46,Private,118386,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,>50K
34,Private,336071,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,31,Canada,>50K
66,Private,340405,7th-8th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
63,Private,185717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,11,0,50,United-States,>50K
43,Private,222671,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Private,202882,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,40,United-States,>50K
63,Private,214678,10th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,82,United-States,>50K
35,Self-emp-inc,232178,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,?,400967,Some-college,11,Divorced,?,Other-relative,Asian-Pac-Islander,Female,17,0,9,El-Salvador,>50K
53,Private,174251,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14847,0,50,United-States,>50K
29,Federal-gov,180000,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,36,United-States,>50K
38,Self-emp-not-inc,105877,10th,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,20,0,57,United-States,>50K
32,Private,215139,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,6,0,59,United-States,>50K
41,Private,94039,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,51,United-States,>50K
59,Self-emp-not-inc,167471,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3518,0,70,United-States,>50K
20,Private,452585,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,14,0,44,Mexico,>50K
40,Federal-gov,302744,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Black,Male,15224,0,61,United-States,>50K
48,Self-emp-not-inc,172500,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15352,0,40,United-States,>50K
65,Private,185435,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,0,12,?,>50K
46,Private,205502,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14439,1803,70,United-States,>50K
28,Private,370852,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Private,216062,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
35,Private,272162,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,>50K
31,Private,189508,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
44,Private,231539,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,?,>50K
35,Private,410561,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,8,0,30,United-States,>50K
68,Private,156126,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3180,0,40,United-States,>50K
42,Private,186431,7th-8th,11,Married-civ-spouse,Sales,Husband,White,Male,7751,0,50,United-States,>50K
64,?,154607,Some-college,10,Widowed,?,Not-in-family,White,Female,3708,0,40,United-States,>50K
39,Local-gov,122539,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15386,0,63,United-States,>50K
37,Private,180070,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7633,0,50,United-States,>50K
54,Federal-gov,200376,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,13,0,40,United-States,>50K
44,Private,254510,10th,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,11,0,40,Poland,>50K
36,Private,162049,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,22,0,51,United-States,>50K
66,Private,177556,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,3302,0,64,United-States,>50K
48,Private,163806,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-inc,180003,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,9,0,40,United-States,>50K
45,Private,126166,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7281,0,46,Cambodia,>50K
50,Private,170949,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-inc,118042,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4251,0,70,United-States,>50K
39,Private,93263,Masters,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
60,Private,119897,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,79,Germany,>50K
38,Private,191090,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,>50K
34,Private,76511,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
67,Federal-gov,182088,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,7,0,40,United-States,>50K
46,Private,130142,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
78,Private,195110,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States,>50K
32,Private,179682,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,>50K
53,Federal-gov,149225,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2751,0,40,United-States,>50K
42,Private,173307,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,2,0,40,United-States,>50K
36,Private,336619,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3401,0,46,United-States,>50K
47,Self-emp-inc,107286,Doctorate,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,5,0,11,United-States,>50K
71,Without-pay,109191,7th-8th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,11,United-States,>50K
35,Private,241981,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,3416,0,78,Philippines,>50K
48,Federal-gov,278637,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,13,0,40,India,>50K
36,Private,53135,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,193306,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,10,0,71,?,>50K
47,Self-emp-inc,430042,Masters,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
62,Self-emp-inc,458595,Some-college,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7420,0,45,United-States,>50K
44,Private,139825,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,13,0,62,India,>50K
29,Local-gov,181450,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,50,United-States,>50K
53,Private,367252,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
46,Private,81844,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,46,United-States,>50K
41,Private,181319,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,3005,0,13,United-States,>50K
28,Private,189989,9th,4,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Hong,>50K
46,Local-gov,279678,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,49,United-States,>50K
42,Self-emp-not-inc,271976,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,15100,0,59,United-States,>50K
34,Private,131228,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3,0,50,United-States,>50K
67,Private,204420,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,0,50,United-States,>50K
61,Private,191203,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
42,Private,191705,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,14817,0,40,South,>50K
64,State-gov,193181,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
55,Self-emp-not-inc,273319,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,8312,0,60,United-States,>50K
36,Private,51000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,64479,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,3508,0,74,United-States,>50K
39,Private,251691,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,United-States,>50K
26,Private,184337,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,2,0,40,United-States,>50K
26,Private,211254,Masters,14,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,9,0,50,China,>50K
50,Local-gov,202388,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14403,1959,57,China,>50K
52,Private,160493,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
33,Private,96399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2815,0,50,United-States,>50K
36,State-gov,147684,Doctorate,15,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3898,0,15,United-States,>50K
23,Private,102274,Some-college,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
67,Private,195280,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States,>50K
39,Private,142215,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,51,United-States,>50K
61,Private,181041,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,178252,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,>50K
46,Private,273827,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15193,0,61,United-States,>50K
44,Self-emp-inc,312921,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14788,0,40,United-States,>50K
49,Private,91660,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
55,Private,202674,Masters,14,Separated,Prof-specialty,Unmarried,White,Male,14646,0,47,Outlying-US(Guam-USVI-etc),>50K
40,Self-emp-not-inc,214857,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15254,0,60,United-States,>50K
50,Private,218557,Prof-school,16,Divorced,Prof-specialty,Unmarried,White,Female,14974,0,46,United-States,>50K
48,Self-emp-not-inc,192159,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15340,0,62,United-States,>50K
33,Private,285666,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7683,0,50,United-States,>50K
62,Self-emp-not-inc,222247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
84,Private,169657,Masters,11,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,17,Philippines,>50K
43,Local-gov,234693,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,6,0,50,United-States,>50K
45,State-gov,170810,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,16,0,73,United-States,>50K
65,Self-emp-inc,213992,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7945,0,40,United-States,>50K
31,Private,107618,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,9,0,46,?,>50K
59,Private,35042,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,1835,40,United-States,>50K
58,Private,65012,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,44,United-States,>50K
52,Self-emp-inc,345147,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
48,Private,184451,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,>50K
43,Private,140456,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,0,44,United-States,>50K
35,Private,150244,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,>50K
64,Self-emp-inc,146607,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,14,0,62,United-States,>50K
36,Self-emp-not-inc,192661,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,>50K
